DateCirculation,Heure,LiaisonId,NombreBilletCircule
2025-11-01,11,12407,6
2025-11-01,12,12407,2
2025-11-01,13,12407,4
2025-11-01,14,12407,0
2025-11-01,15,12407,4
2025-11-01,16,12407,2
2025-11-01,17,12407,3
2025-11-01,18,12407,2
2025-11-01,19,12407,2
2025-11-01,20,12407,3
2025-11-01,21,12407,4
2025-11-01,22,12407,3
2025-11-01,23,12407,3
2025-11-01,0,12427,2
2025-11-01,1,12427,3
2025-11-01,2,12427,3
2025-11-01,3,12427,0
2025-11-01,4,12427,1
2025-11-01,5,12427,1
2025-11-01,6,12427,2
2025-11-01,7,12427,0
2025-11-01,8,12427,2
2025-11-01,9,12427,5
2025-11-01,10,12427,5
2025-11-01,11,12427,2
2025-11-01,12,12427,4
2025-11-01,13,12427,2
2025-11-01,14,12427,3
2025-11-01,15,12427,2
2025-11-01,16,12427,4
2025-11-01,17,12427,5
2025-11-01,18,12427,3
2025-11-01,19,12427,2
2025-11-01,20,12427,4
2025-11-01,21,12427,2
2025-11-01,22,12427,4
2025-11-01,23,12427,3
2025-11-01,0,12487,4
2025-11-01,1,12487,5
2025-11-01,2,12487,1
2025-11-01,3,12487,5
2025-11-01,4,12487,1
2025-11-01,5,12487,2
2025-11-01,6,12487,3
2025-11-01,7,12487,4
2025-11-01,8,12487,1
2025-11-01,9,12487,4
2025-11-01,10,12487,6
2025-11-01,11,12487,3
2025-11-01,12,12487,4
2025-11-01,13,12487,0
2025-11-01,14,12487,4
2025-11-01,15,12487,1
2025-11-01,16,12487,5
2025-11-01,17,12487,3
2025-11-01,18,12487,2
2025-11-01,19,12487,2
2025-11-01,20,12487,1
2025-11-01,21,12487,0
2025-11-01,22,12487,0
2025-11-01,23,12487,0
2025-11-01,0,12561,1
2025-11-01,1,12561,1
2025-11-01,2,12561,3
2025-11-01,3,12561,2
2025-11-01,4,12561,3
2025-11-01,5,12561,3
2025-11-01,6,12561,2
2025-11-01,7,12561,4
2025-11-01,8,12561,3
2025-11-01,9,12561,1
2025-11-01,10,12561,0
2025-11-01,11,12561,3
2025-11-01,12,12561,1
2025-11-01,13,12561,5
2025-11-01,14,12561,3
2025-11-01,15,12561,4
2025-11-01,16,12561,2
2025-11-01,17,12561,2
2025-11-01,18,12561,2
2025-11-01,19,12561,1
2025-11-01,20,12561,2
2025-11-01,21,12561,0
2025-11-01,22,12561,3
2025-11-01,23,12561,2
2025-11-01,0,12562,3
2025-11-01,1,12562,1
2025-11-01,2,12562,3
2025-11-01,3,12562,2
2025-11-01,4,12562,1
2025-11-01,5,12562,2
2025-11-01,6,12562,4
2025-11-01,7,12562,1
2025-11-01,8,12562,3
2025-11-01,9,12562,4
2025-11-01,10,12562,1
2025-11-01,11,12562,2
2025-11-01,12,12562,2
2025-11-01,13,12562,4
2025-11-01,14,12562,5
2025-11-01,15,12562,1
2025-11-01,16,12562,1
2025-11-01,17,12562,3
2025-11-01,18,12562,4
2025-11-01,19,12562,2
2025-11-01,20,12562,1
2025-11-01,21,12562,2
2025-11-01,22,12562,5
2025-11-01,23,12562,3
2025-11-01,0,12566,1
2025-11-01,1,12566,2
2025-11-01,2,12566,2
2025-11-01,3,12566,2
2025-11-01,4,12566,3
2025-11-01,5,12566,2
2025-11-01,6,12566,3
2025-11-01,7,12566,2
2025-11-01,8,12566,3
2025-11-01,9,12566,1
2025-11-01,10,12566,1
2025-11-01,11,12566,2
2025-11-01,12,12566,3
2025-11-01,13,12566,9
2025-11-01,14,12566,0
2025-11-01,15,12566,0
2025-11-01,16,12566,5
2025-11-01,17,12566,1
2025-11-01,18,12566,3
2025-11-01,19,12566,0
2025-11-01,20,12566,1
2025-11-01,21,12566,2
2025-11-01,22,12566,4
2025-11-01,23,12566,3
2025-11-01,0,12586,1
2025-11-01,1,12586,1
2025-11-01,2,12586,1
2025-11-01,3,12586,2
2025-11-01,4,12586,2
2025-11-01,5,12586,6
2025-11-01,6,12586,0
2025-11-01,7,12586,5
2025-11-01,8,12586,3
2025-11-01,9,12586,3
2025-11-01,10,12586,2
2025-11-01,11,12586,1
2025-11-01,12,12586,6
2025-11-01,13,12586,2
2025-11-01,14,12586,0
2025-11-01,15,12586,1
2025-11-01,16,12586,4
2025-11-01,17,12586,5
2025-11-01,18,12586,0
2025-11-01,19,12586,1
2025-11-01,20,12586,2
2025-11-01,21,12586,2
2025-11-01,22,12586,0
2025-11-01,23,12586,3
2025-11-01,0,12640,2
2025-11-01,1,12640,2
2025-11-01,2,12640,4
2025-11-01,3,12640,3
2025-11-01,4,12640,2
2025-11-01,5,12640,3
2025-11-01,6,12640,4
2025-11-01,7,12640,0
2025-11-01,8,12640,2
2025-11-01,9,12640,2
2025-11-01,10,12640,8
2025-11-01,11,12640,3
2025-11-01,12,12640,2
2025-11-01,13,12640,2
2025-11-01,14,12640,3
2025-11-01,15,12640,0
2025-11-01,16,12640,5
2025-11-01,17,12640,1
2025-11-01,18,12640,2
2025-11-01,19,12640,3
2025-11-01,20,12640,3
2025-11-01,21,12640,1
2025-11-01,22,12640,4
2025-11-01,23,12640,1
2025-11-01,0,12644,0
2025-11-01,1,12644,3
2025-11-01,2,12644,3
2025-11-01,3,12644,3
2025-11-01,4,12644,2
2025-11-01,5,12644,0
2025-11-01,6,12644,4
2025-11-01,7,12644,5
2025-11-01,8,12644,3
2025-11-01,9,12644,4
2025-11-01,10,12644,7
2025-11-01,11,12644,2
2025-11-01,12,12644,8
2025-11-01,13,12644,8
2025-11-01,14,12644,9
2025-11-01,15,12644,7
2025-11-01,16,12644,11
2025-11-01,17,12644,11
2025-11-01,18,12644,6
2025-11-01,19,12644,7
2025-11-01,20,12644,8
2025-11-01,21,12644,7
2025-11-01,22,12644,1
2025-11-01,23,12644,4
2025-11-01,0,12649,3
2025-11-01,1,12649,0
2025-11-01,2,12649,1
2025-11-01,3,12649,2
2025-11-01,4,12649,4
2025-11-01,5,12649,3
2025-11-01,6,12649,1
2025-11-01,7,12649,5
2025-11-01,8,12649,1
2025-11-01,9,12649,6
2025-11-01,10,12649,3
2025-11-01,11,12649,2
2025-11-01,12,12649,2
2025-11-01,13,12649,1
2025-11-01,14,12649,5
2025-11-01,15,12649,0
2025-11-01,16,12649,2
2025-11-01,17,12649,1
2025-11-01,18,12649,2
2025-11-01,19,12649,1
2025-11-01,20,12649,1
2025-11-01,21,12649,1
2025-11-01,22,12649,2
2025-11-01,23,12649,1
2025-11-01,0,12659,1
2025-11-01,1,12659,4
2025-11-01,2,12659,1
2025-11-01,3,12659,1
2025-11-01,4,12659,0
2025-11-01,5,12659,3
2025-11-01,6,12659,1
2025-11-01,7,12659,5
2025-11-01,8,12659,6
2025-11-01,9,12659,3
2025-11-01,10,12659,2
2025-11-01,11,12659,5
2025-11-01,12,12659,2
2025-11-01,13,12659,4
2025-11-01,14,12659,2
2025-11-01,15,12659,2
2025-11-01,16,12659,3
2025-11-01,17,12659,1
2025-11-01,18,12659,1
2025-11-01,19,12659,3
2025-11-01,20,12659,4
2025-11-01,21,12659,3
2025-11-01,22,12659,5
2025-11-01,23,12659,1
2025-11-01,0,12661,3
2025-11-01,1,12661,2
2025-11-01,2,12661,3
2025-11-01,3,12661,5
2025-11-01,4,12661,2
2025-11-01,5,12661,3
2025-11-01,6,12661,3
2025-11-01,7,12661,0
2025-11-01,8,12661,2
2025-11-01,9,12661,3
2025-11-01,10,12661,1
2025-11-01,11,12661,5
2025-11-01,12,12661,3
2025-11-01,13,12661,3
2025-11-01,14,12661,2
2025-11-01,15,12661,1
2025-11-01,16,12661,2
2025-11-01,17,12661,5
2025-11-01,18,12661,4
2025-11-01,19,12661,0
2025-11-01,20,12661,2
2025-11-01,21,12661,2
2025-11-01,22,12661,1
2025-11-01,23,12661,5
2025-11-01,0,12663,1
2025-11-01,1,12663,2
2025-11-01,2,12663,2
2025-11-01,3,12663,3
2025-11-01,4,12663,2
2025-11-01,5,12663,1
2025-11-01,6,12663,3
2025-11-01,7,12663,1
2025-11-01,8,12663,2
2025-11-01,9,12663,3
2025-11-01,10,12663,1
2025-11-01,11,12663,4
2025-11-01,12,12663,2
2025-11-01,13,12663,1
2025-11-01,14,12663,0
2025-11-01,15,12663,0
2025-11-01,16,12663,4
2025-11-01,17,12663,0
2025-11-01,18,12663,0
2025-11-01,19,12663,3
2025-11-01,20,12663,6
2025-11-01,21,12663,2
2025-11-01,22,12663,2
2025-11-01,23,12663,3
2025-11-01,0,12665,4
2025-11-01,1,12665,0
2025-11-01,2,12665,0
2025-11-01,3,12665,2
2025-11-01,4,12665,3
2025-11-01,5,12665,0
2025-11-01,6,12665,1
2025-11-01,7,12665,6
2025-11-01,8,12665,2
2025-11-01,9,12665,0
2025-11-01,10,12665,4
2025-11-01,11,12665,0
2025-11-01,12,12665,4
2025-11-01,13,12665,2
2025-11-01,14,12665,1
2025-11-01,15,12665,2
2025-11-01,16,12665,1
2025-11-01,17,12665,1
2025-11-01,18,12665,1
2025-11-01,19,12665,0
2025-11-01,20,12665,1
2025-11-01,21,12665,2
2025-11-01,22,12665,1
2025-11-01,23,12665,0
2025-11-01,0,1267,2
2025-11-01,1,1267,1
2025-11-01,2,1267,5
2025-11-01,3,1267,1
2025-11-01,4,1267,2
2025-11-01,5,1267,3
2025-11-01,6,1267,4
2025-11-01,7,1267,1
2025-11-01,8,1267,0
2025-11-01,9,1267,5
2025-11-01,10,1267,2
2025-11-01,11,1267,3
2025-11-01,12,1267,1
2025-11-01,13,1267,1
2025-11-01,14,1267,0
2025-11-01,15,1267,3
2025-11-01,16,1267,2
2025-11-01,17,1267,5
2025-11-01,18,1267,3
2025-11-01,19,1267,1
2025-11-01,20,1267,4
2025-11-01,21,1267,3
2025-11-01,22,1267,3
2025-11-01,23,1267,5
2025-11-01,0,12722,0
2025-11-01,1,12722,3
2025-11-01,2,12722,1
2025-11-01,3,12722,3
2025-11-01,4,12722,2
2025-11-01,5,12722,2
2025-11-01,6,12722,2
2025-11-01,7,12722,2
2025-11-01,8,12722,3
2025-11-01,9,12722,3
2025-11-01,10,12722,2
2025-11-01,11,12722,1
2025-11-01,12,12722,1
2025-11-01,13,12722,2
2025-11-01,14,12722,1
2025-11-01,15,12722,0
2025-11-01,16,12722,2
2025-11-01,17,12722,1
2025-11-01,18,12722,3
2025-11-01,19,12722,3
2025-11-01,20,12722,2
2025-11-01,21,12722,3
2025-11-01,22,12722,3
2025-11-01,23,12722,1
2025-11-01,0,12737,1
2025-11-01,1,12737,4
2025-11-01,2,12737,2
2025-11-01,3,12737,2
2025-11-01,4,12737,2
2025-11-01,5,12737,1
2025-11-01,6,12737,4
2025-11-01,7,12737,2
2025-11-01,8,12737,3
2025-11-01,9,12737,2
2025-11-01,10,12737,2
2025-11-01,11,12737,3
2025-11-01,12,12737,2
2025-11-01,13,12737,1
2025-11-01,14,12737,1
2025-11-01,15,12737,0
2025-11-01,16,12737,1
2025-11-01,17,12737,1
2025-11-01,18,12737,4
2025-11-01,19,12737,1
2025-11-01,20,12737,1
2025-11-01,21,12737,3
2025-11-01,22,12737,2
2025-11-01,23,12737,3
2025-11-01,0,12742,2
2025-11-01,1,12742,2
2025-11-01,2,12742,2
2025-11-01,3,12742,4
2025-11-01,4,12742,4
2025-11-01,5,12742,2
2025-11-01,6,12742,1
2025-11-01,7,12742,0
2025-11-01,8,12742,1
2025-11-01,9,12742,1
2025-11-01,10,12742,3
2025-11-01,11,12742,3
2025-11-01,12,12742,1
2025-11-01,13,12742,0
2025-11-01,14,12742,1
2025-11-01,15,12742,4
2025-11-01,16,12742,2
2025-11-01,17,12742,3
2025-11-01,18,12742,0
2025-11-01,19,12742,3
2025-11-01,20,12742,1
2025-11-01,21,12742,3
2025-11-01,22,12742,4
2025-11-01,23,12742,1
2025-11-01,0,12798,2
2025-11-01,1,12798,2
2025-11-01,2,12798,1
2025-11-01,3,12798,1
2025-11-01,4,12798,0
2025-11-01,5,12798,4
2025-11-01,6,12798,1
2025-11-01,7,12798,4
2025-11-01,8,12798,4
2025-11-01,9,12798,13
2025-11-01,10,12798,8
2025-11-01,11,12798,14
2025-11-01,12,12798,9
2025-11-01,13,12798,11
2025-11-01,14,12798,8
2025-11-01,15,12798,8
2025-11-01,16,12798,9
2025-11-01,17,12798,11
2025-11-01,18,12798,9
2025-11-01,19,12798,8
2025-11-01,20,12798,8
2025-11-01,21,12798,2
2025-11-01,22,12798,3
2025-11-01,23,12798,1
2025-11-01,0,12803,3
2025-11-01,1,12803,1
2025-11-01,2,12803,1
2025-11-01,3,12803,2
2025-11-01,4,12803,4
2025-11-01,5,12803,0
2025-11-01,6,12803,0
2025-11-01,7,12803,7
2025-11-01,8,12803,3
2025-11-01,9,12803,2
2025-11-01,10,12803,7
2025-11-01,11,12803,1
2025-11-01,12,12803,1
2025-11-01,13,12803,2
2025-11-01,14,12803,5
2025-11-01,15,12803,3
2025-11-01,16,12803,4
2025-11-01,17,12803,4
2025-11-01,18,12803,2
2025-11-01,19,12803,5
2025-11-01,20,12803,2
2025-11-01,21,12803,2
2025-11-01,22,12803,2
2025-11-01,23,12803,3
2025-11-01,0,12813,0
2025-11-01,1,12813,0
2025-11-01,2,12813,1
2025-11-01,3,12813,4
2025-11-01,4,12813,4
2025-11-01,5,12813,4
2025-11-01,6,12813,1
2025-11-01,7,12813,2
2025-11-01,8,12813,2
2025-11-01,9,12813,2
2025-11-01,10,12813,4
2025-11-01,11,12813,3
2025-11-01,12,12813,3
2025-11-01,13,12813,2
2025-11-01,14,12813,4
2025-11-01,15,12813,2
2025-11-01,16,12813,3
2025-11-01,17,12813,4
2025-11-01,18,12813,2
2025-11-01,19,12813,4
2025-11-01,20,12813,3
2025-11-01,21,12813,1
2025-11-01,22,12813,0
2025-11-01,23,12813,2
2025-11-01,0,12815,3
2025-11-01,1,12815,1
2025-11-01,2,12815,1
2025-11-01,3,12815,3
2025-11-01,4,12815,2
2025-11-01,5,12815,1
2025-11-01,6,12815,2
2025-11-01,7,12815,0
2025-11-01,8,12815,1
2025-11-01,9,12815,1
2025-11-01,10,12815,0
2025-11-01,11,12815,3
2025-11-01,12,12815,1
2025-11-01,13,12815,0
2025-11-01,14,12815,4
2025-11-01,15,12815,2
2025-11-01,16,12815,5
2025-11-01,17,12815,3
2025-11-01,18,12815,1
2025-11-01,19,12815,3
2025-11-01,20,12815,2
2025-11-01,21,12815,0
2025-11-01,22,12815,4
2025-11-01,23,12815,3
2025-11-01,0,12817,2
2025-11-01,1,12817,5
2025-11-01,2,12817,4
2025-11-01,3,12817,8
2025-11-01,4,12817,4
2025-11-01,5,12817,2
2025-11-01,6,12817,4
2025-11-01,7,12817,5
2025-11-01,8,12817,5
2025-11-01,9,12817,10
2025-11-01,10,12817,12
2025-11-01,11,12817,8
2025-11-01,12,12817,17
2025-11-01,13,12817,9
2025-11-01,14,12817,7
2025-11-01,15,12817,11
2025-11-01,16,12817,15
2025-11-01,17,12817,8
